ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
0.0694559818435781,-0.0011879266255043822,0.03780039031301297,0.005043044324898729,0.18805215038155193,-0.0053735714147386945,0.0015260519400863413,0.0011180319318017365,-0.0008799954285653167
0.015517335904652724,-0.022734337681104902,-0.00620540068659358,0.0143441095805673,-0.028345154991007007,-0.008498081376357281,-0.017452537685909,-0.004021365734445612,-0.00245501013314265
-0.06383532976525486,0.03923454980831503,-0.03233544158633297,0.004120548410805423,0.010588564685496902,-0.0006327790424628732,-0.006669938275336174,-0.0058833813758218,-0.014824361782929132
-0.049426359882225,-0.016211739923337968,-0.03419825253023913,-0.014965474987046286,-0.027053058059289745,0.0022845549835160055,0.020370353082304476,-0.0031149555015748246,0.002648135695797818
0.02684720658761714,0.08213488792744521,0.03863338073458127,0.03271120218887319,0.08223271645196792,-0.00982592310718785,0.002722375051648702,0.011062849583176403,-0.01157205958173646
0.012452242379295228,-0.010443439255385253,-0.00968311819707443,0.007654481692836718,-0.020086143781366854,0.013750209704651703,-0.0019435918212872977,-0.0011410417759214306,-0.010183093610742183
-0.032083860894359315,0.0036922650333640556,-0.006260747711076336,0.030360579332290357,-0.0008650367917911781,-0.008931457961710746,0.017960666083374318,-0.004004311707336684,-0.003153394505289198
0.014548592333811521,0.007499650552450108,-0.006055028050275614,0.00875439112622372,-0.026438082781780017,0.06714583152224428,0.00820699153557215,0.022137681880752668,0.001435312388840787
-0.016330519090391113,-0.01164264032399956,-0.027758109685079347,0.0061710438426395625,-0.028995146334589408,0.015152058009120036,0.0009971739378099188,0.005664596554929052,0.00406422187029902
-0.1254679597807679,-0.020061711200296678,0.0035031209370386396,-0.012355845873036632,-0.08931501755828447,-0.003300843649194907,0.010086298683105274,0.005891821054859407,0.010284190560161499
0.006470586367195402,-0.010708270361649879,-0.0013717617443909894,-0.01737146973516147,0.01074142379348612,-0.005836203267329954,-0.00020189913184204413,-0.002827077516776722,0.006756859585998507
0.05681528874311757,-0.007692127727457415,-0.011176840319844604,-0.0399700728509909,0.07630486490419226,0.002330474713266478,0.0051771671898051,0.013114173529890529,0.05804586053797997
0.07195598471592096,-0.003013750088097379,0.05603403763172421,-0.01355308429632897,0.026161603692360855,0.01102735287048313,0.006678829947325337,0.014484344271271606,-0.007247718141681958
0.013917445484172843,-0.016614858120127973,-0.002679754866334281,0.002032082352021879,-0.03647018454296069,0.004291842732513014,-0.002523393435282242,-0.0036592280774672224,-0.003029766746257413
-0.09028763299914792,0.004884579854848649,-0.05097384720953111,-0.05111455751564645,-0.027022694034671734,-0.00024525697737080507,-0.0004581163136975602,-0.0034717938019075962,-0.0016869917291412462
-0.022141344818133672,-0.028502151060566226,-0.007231728983656357,-0.011178974756685441,-0.03994347057976746,-0.008685214882152154,-0.0004922477972861699,-0.007940644158597701,-0.003761218026560764
0.03727568962820024,-0.011014040838531011,0.0005868443077162427,0.006535460871538776,0.0333954378844128,0.010639015145992551,0.000389464404485031,0.0021441602696512926,0.004752851997654892
-0.10668958453301307,-0.016953305505039894,-0.03615578933336787,-0.061383708964370176,-0.007122653515567775,0.005419793500106877,0.0009724871490770607,0.01850695208063024,-0.007510165521005058
-0.00220344814231588,-0.00715646902992078,-0.005651054674624106,0.018819226955029602,-0.03169876542683572,-0.010790499544082387,1.8983129889671275e-05,-0.0024869156337733074,0.021394923448758207
0.014765891606073847,-0.002303406160363227,0.04246183478324489,0.025594766282193575,-0.028974175398500317,-0.010217173000025313,0.0005628104191062269,0.005614421193991293,-0.0032206661966845823
0.03712453917668848,0.04500905673504524,-0.0027010176110084656,0.028227698526499482,-0.06293169895245465,0.0008423315987760869,-0.0003332712015150841,-0.004704644868813349,0.014214486914438405
-0.008545908680505603,-0.023922828374176044,-0.007651264204899382,-0.00638783259756503,-0.03645231276829019,0.009608124249951172,-0.0072419181828066795,0.0011615570822775699,-0.009544711193815045
0.024810378045483195,-0.016013041504397824,0.024393293062052197,0.01594940807211685,0.03556518607089329,-0.0014533899072673548,0.03681998683048052,-0.0036385391543769493,0.049030157268175584
0.030392346454464533,-0.022637898021950296,-0.014447826874479073,0.026700221362100606,0.03687341321254646,-0.002904670329613897,0.002684682643145036,-0.009392415944427242,-0.007319258090564398
0.03181200934147149,-0.00842460473480831,-0.011175179423566498,-0.0406222270561668,-0.027146632217909486,0.008366670710579317,-0.0023183371878482788,-0.015255985379363691,-0.002382561531709723
0.022685988700370217,-0.01601536415519105,-0.013803845505073215,-0.0007165309460961156,-0.02783035462363398,-0.012520434034762593,-0.00347541032520955,0.007073413546545136,-0.005723853449779923
0.016427178905628607,-0.02608690717975476,0.0019481318585345326,-0.000617584483722902,0.059678578364529285,-0.011877643872837563,-0.011565518535008904,0.018482768014559194,-0.0034383974249695276
-0.004729811479293448,-0.017359327759995588,-0.005198679233969894,0.017168676277134323,0.06196362711633914,0.0014463972444961326,0.0014187794704170423,-0.013388102308286234,0.013390397768325214
0.026296384615728752,0.015503960535863521,0.05328265862684233,0.04270714395420534,-0.033288056894054785,0.007963489184681979,0.00675778585029297,-0.0005406422466881994,-0.0059602237416162
0.028125640347466063,-0.01367629585206945,-0.00642853168391874,0.02627935549729002,-0.03909882678409402,0.003248012655857728,-0.007671205097855271,-0.004524637745265746,0.0003184479570406025
-0.017092327552620284,-0.011885181393496234,-0.010589977303396223,0.003762736626731151,-0.02837686103492444,0.026281080529267264,-0.00619282941315959,0.04164393677552339,-0.006915351418485538
