ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
0.005865431671847357,-0.0043491874157989534,0.010857882849389659,0.006647293615768351,4.6198151147185e-05,-0.010512949199001425,0.009278729664994568,-0.006253168157153432,0.002805523693592018
-0.015418846120410916,-0.0013161569243210637,0.008678186551617896,-0.0016368595006619837,0.004196789443356392,0.006667500074630187,0.0029749814912567647,-0.005157965974681473,0.0023718235765067854
0.0003017901871516773,0.005142534801365623,-0.006164376447346991,-0.006120406772347853,-0.0041310139924544,-0.0038085145186206645,0.007043121243934378,-0.00039218525631897475,0.004505521045290221
0.0003080444052515823,-0.0023558977971961524,0.019429741346386815,0.009676157245055142,1.3116257265355542e-05,-0.0038483773381157126,-0.004225860822163201,0.0009181348267609121,-0.00071449454199108
0.00640381089632067,-0.002552255906998238,-0.007957364678413103,0.0038911369023018364,-0.002057253596953193,-0.006145035392577565,-0.0010456236841430054,0.0024355230168823135,-0.004933572066351727
0.00030206084545837734,0.002600074432667731,-0.007993793635425519,0.0015008697370471878,-0.001628920767705979,-0.004358457525509083,0.008324038973477698,0.002097076050311107,-0.0036348755119911913
0.02016917227933249,-0.0018723507233339208,0.0034716021392887726,-0.00259002106604952,0.0007788333633170784,-0.0011187171943475261,0.0021774222141175627,0.0011106192305203762,0.005771180601618638
0.012633699230230118,-0.0010928961884575066,0.0019981761556519912,0.0021787730982741537,4.6189234776668776e-05,-0.004710462953015019,-0.0003255641730614243,-6.0190761241745195e-05,-0.0012006669825735655
-0.018678898797656083,0.0024472057940975503,-0.012570519566112943,-0.004744954885729364,-0.0008552664060072049,-0.0027209246725102237,0.0006899474303118114,0.0007880727513751278,-0.00076477905082694
0.007857303347703062,0.0015984207481466925,-0.00943290923588055,-0.0009299554034928973,-0.00037087265738331565,-0.007043007999020347,-0.001538827326117669,-0.0038357263402634205,0.003645324380182823
0.02564211585161002,0.002817219583296167,0.015655139496738663,0.005854269832182546,0.0015650121291032853,0.0014417949073629185,0.008521614786653692,-0.0007389596841870332,-0.0038380058787325297
-0.016966073143559364,-0.0037747550466566897,-0.006107472700117752,0.001926185939063023,0.005784397565712245,-0.0024818781133532143,0.004229121177382273,0.007399726821321824,-0.0037744678551022894
0.0003078998425873734,-0.0032749826768760865,0.01987372053073397,0.012241634470395843,-0.00569313205169358,-0.006378796888193179,-0.0044654241897756665,0.0015428123036566295,0.004242177256685856
0.0065272746197028225,0.0027091450448944172,0.019392263788447214,-0.004135640137454973,0.0028812029689453374,-0.0017111646854294196,0.004167677293907981,-0.001710162781203145,0.003833229930971953
0.006334684317844094,-0.004706420559016216,-0.008215052287141814,-0.0028358183628880724,0.0010000574344993715,-0.010734679786036542,0.00581230852522136,-0.004269344459885874,0.0029525265461279038
0.00030823872162510056,-0.00018400976232200728,0.024896998126657594,-0.001163841151118757,0.005785458956268169,-0.0101799497153878,-0.0008775743697503948,0.0019210629349822451,0.00020126825555699668
0.005345612055722829,0.0015856410356843952,-0.005040383883548571,-0.004522773125308921,-0.002108233672795544,0.004886309045068275,-0.012999736951578645,0.0016112090823905592,-0.0029982102440342766
-0.014310313064273288,-0.002694276573315821,0.008657824194481861,-0.0021537656983835764,0.002168264680070247,-0.0010491513739877862,-0.005087387498929334,-0.0014522579070273122,-0.0025317890489023193
0.00031028941148095103,0.007703334990494923,0.0077767101419965595,0.013007743604848075,4.633226077487962e-05,-0.0039809963260239774,0.0020591130544552745,0.0011635442236782804,-0.0021622633947592576
0.005936021292975161,-0.0006313126320321053,0.012460741331076735,0.003207799079747848,-0.0018332017753628538,-0.0023563861162001817,0.005005475843649686,0.001078580373479426,-0.0033211995605941617
-0.015064084279727013,-0.0017426747058975085,0.016513571890229055,-0.001632286884172479,0.00019471465391326167,8.361696998805786e-05,-0.0024062103148305577,0.0008688368042802733,0.003038787820690871
