ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
0.3142382132165142,0.02833850583812177,0.5386167898786406,0.0405889018576428,-2.0331632695500415,-0.6362514469113216,-0.34333676091975757,0.2120616156485161,-0.18134101354823984
-0.10289231678863493,0.8424304716357986,-0.484585221263852,0.5529889499178817,-1.0872236648990197,0.03484684282718869,-0.6225736744943295,0.16311288432607415,-1.6399979696846607
-0.6747082090337555,-1.7199333865165474,-1.4416407561904978,0.31655152065216247,-1.7748252516801237,-0.1401861475775612,0.6762777337063689,-1.0147381105567015,0.8706823544025265
2.0719574297906673,0.20010690782813007,-1.4000800002071696,-0.16257461088153594,0.12916966459447482,-1.1675375728797819,2.74658306917447,0.3576670624871346,0.9442101852463545
-0.02498849356148565,1.8637573289589653,-0.8055011362427951,0.865606438915185,0.9183780158320906,0.5688804382805135,0.1002302409978657,-1.6903443156682203,-0.9465717093384967
-0.02498849356148565,0.26021463055934735,0.42282792825632964,0.5429027312157274,-0.4693907442567519,-1.4382234482808072,1.8936014586087326,0.1750388645774455,0.46992384615748106
-0.4230497183435638,-0.598983742355951,-0.6388635871853872,1.9027792668974233,-0.8998280140544086,0.5082561650923764,-2.3074808869125527,-0.07646672466738098,0.4470810156726004
-0.2906104837441207,0.6305216278607645,0.3638548619159285,-0.22472645159731447,-0.08985724929565302,2.4394880106516887,1.497686076757928,1.0335227244747078,-0.7228902110208022
0.9070879933960244,0.22913257551223976,-1.5447687655687934,0.20628017128196133,-0.00792946719738019,1.4719106714872807,0.3780647397943861,0.9857791606917304,-1.2566006013403916
-2.2680315422355917,-0.1490374134293335,-0.5465583624382835,0.35799433601719405,-0.8603814114276938,-0.252232116206534,-1.4418373523404628,-1.35318227032034,1.4226411382274566
-1.2080455512597816,0.049812696577495374,-0.24802694303019004,0.45489538041771244,0.5010456640899394,-0.0798479179555088,0.11430849145583999,0.9247257145241274,-1.2684506595198834
1.4455519794089229,0.0015568467690672892,-0.21020574066914058,-0.8331679453536337,-1.1064310758785647,-1.0524300295479236,-0.4425768314367515,1.1656444892303512,1.9346127848342258
0.9926198955092512,-0.022194496308448473,1.5338931214913702,-0.2774034400530306,-0.5959876664032192,-1.8028186952749963,-0.6107525183484925,-1.2877933393253658,-0.9129902570800836
-0.09385962518965986,-0.1952689187245693,0.43435738963882015,-0.5628121773957322,-0.07342317143051513,0.697715083617885,-0.060838855120949116,0.2766937720256214,-0.3366484017880299
-1.5628697922527597,0.570378300668681,0.7243566208451391,1.7865168850678266,0.12234283801499295,-0.6421116346502251,0.3881788647048992,-0.3072895127854903,-0.5961360108823696
-0.5409414129938374,-1.06732389859702,-0.13791248905895617,-0.0313539197017856,-0.00792946719738019,-0.47986071024899213,0.24746493090400448,1.1424076439401736,0.21551260016929655
0.15516344883994138,0.038659828864443156,0.5989718921495926,0.4257331327635336,-0.9126166354170939,-1.5840791440663153,0.11279215416004143,0.018473441157523342,0.9694794463697687
2.248307008037031,1.4771795037794162,-0.6400372962152571,-2.019575507146733,-0.7204473882284459,0.7725598665809434,0.919493986243561,1.1391748316391748,-0.5549116353714179
-0.6046511354232066,-0.8354866464698617,0.8699892726383889,-1.0025920999380034,-0.00792946719738019,-0.5783433420457885,1.0344842281436404,0.5969283022182157,-1.537445752084909
0.04538047061189599,-0.4077564510717132,1.0745186710596395,-1.7414473159508583,-0.00792946719738019,-0.18278722214722207,-0.05571909633181707,0.7051338720046029,-0.2711766652831985
2.308286324677278,-1.0378990820492562,-0.025207346459041602,0.49106755628412907,0.732725813795097,1.6955882820830679,-0.040192461620024544,-0.6577301677048026,1.425579150204222
-0.3000871064360895,-0.8189383491703773,0.1618575792252552,-0.04414303834594675,-0.00792946719738019,1.094854214385645,1.858956731956415,0.8164792023835189,0.2719906864453101
-0.02498849356148565,-0.357941906602199,-0.8311579364040101,0.23320781072461524,1.090034778988461,0.11841213945167194,1.7277503110088248,0.5761811111630102,-2.63415255784903
-0.39624014382163597,-0.851883027386458,0.3613974146825426,-1.620466249842946,1.3556291288625961,-1.6336223982357636,0.26016213177787795,0.5032389832795249,0.573662634232138
-0.3702415809670165,0.2737048067553354,-0.9809961717501283,-2.157416148646619,-0.00792946719738019,-1.233148505547829,0.42659527615864556,-0.9396611838354458,0.30643524909981956
0.15976103239553743,1.0054445659036482,0.8882462638539683,0.47275777632904087,-0.3542388258622992,-0.42241478884978134,0.28471549215191533,1.1715843850275676,-1.3448817777660922
-0.05788425023438203,-1.0112563376741177,-0.5120535533598896,-0.4213208533864684,1.263825305420636,0.8354112794688483,-0.7971428451330427,-1.1435171010312302,0.011925288772584551
0.6568324959112526,-0.31537192915806045,-0.06925821919076453,0.4479867872135776,1.9375684021030053,0.4417905459957723,-0.1027280030465213,1.2852670006517735,1.4932109242286415
-0.02498849356148565,0.8598839028131521,-1.545360006328702,0.9215271002251686,-0.00792946719738019,-0.6407817605087414,0.36584724326826673,-0.11427313562827027,-0.6720752513863972
0.4996033835620296,1.0351953535080476,-0.0049235233071892506,0.3943007061229064,-0.41286626935717163,-0.3469211659746889,1.222104230392076,-1.6399042258739522,0.4613944729936525
