ph,Solids,Sulfate,Conductivity,Turbidity
-0.035674089269021075,1.5501257937792683,1.3048556328876013,-0.7760080039963504,-0.18532432386430392
-0.2003380106186186,0.08118423539852522,1.816863104476829,-0.06793208899393334,0.6920673286106853
-0.9852468395238068,0.6224912220825475,-0.13498278455428478,-1.3577754077471142,-1.2323642100015781
-0.5475387100028513,-1.164521469817386,-0.02048549761417713,0.028698121561048257,-0.8852518481923772
-0.2591154019139872,0.2848181564818831,0.20627809201945926,0.6352869933873367,0.3235509918837511
-0.6156421773044742,-0.7310007849463669,-1.6679216077396783,0.7349759836017695,-0.3408364537188937
-0.035674089269021075,-0.33071182946917593,-0.21754635907774764,-0.8852818596839782,0.05449318701901019
0.2564245937878546,0.38794213535519273,-0.4739997465230385,-0.6200979321622572,-0.02793825627001978
-0.035674089269021075,2.3279315030413588,-2.071453686473499,-0.533788922426806,-0.47202195253045814
0.7721031210482846,0.07412853849743034,-0.02048549761417713,-0.2419862280547628,0.3524027719359156
-0.035674089269021075,-0.4448833593361129,1.803732335580131,0.7078291059746992,1.8753738544762022
-0.2042103440725617,-1.0228108377209915,-0.02048549761417713,-1.2320265570239692,1.3618193267359953
-0.035674089269021075,0.4531272486491608,-0.40907322438185206,0.9991921695382632,-0.23230660688505222
0.8300354632608361,-0.5993419291374789,-0.8989762727851428,-0.4024736311327603,-0.09999285106949315
0.4700240915879175,0.05713744582816875,1.406627285043275,-1.7246024707864493,-0.10200006654731823
0.7441923993538234,-0.3628616674995333,-0.02048549761417713,0.3442894605691542,-0.8250807424739603
1.4749216282061872,0.10639353840643737,1.1310431446507017,0.10476507960586896,0.03257809474446387
-1.9974196180104038,2.2393057776652396,-0.02048549761417713,-0.03381576603346708,-0.5990845883128668
0.0734454344425298,-0.7305557831818543,0.02622817678419478,-1.6402118629710554,0.16861149578806922
-2.594762051545999,-1.6395242447558067,0.078685798248241,0.07045066788298418,0.4445623180179355
-1.159205789002778,-0.7332268812603701,-0.589543112813033,-1.4699491558250453,0.5028104911937746
-1.23894527916246,0.4258529912031076,2.2639728724291417,0.19431332025615927,1.4441924287329224
0.04810134400002709,1.236763623003235,-1.3927085373591974,1.2769993375444735,0.8428161782898037
0.9426629750102684,-0.30344258216667486,1.5649160632683954,-0.6532222360964056,0.5175569984736669
0.8201647871042614,-1.2041812540253052,0.7420438134166564,1.1967128065422368,-0.4991468526255957
1.8558404065315022,-0.5684909839895473,0.7471167865527611,0.12553899201596755,2.0042354870188848
-0.8649994417835353,-1.3318608093256252,-0.669285884756612,0.1676267813080538,-0.31896761404892626
-1.0212189661129716,0.7892170124708673,-0.19619344969398828,-1.818282017717904,-1.8045158010536846
0.6363899866257515,0.14683615914462866,-0.2990060292763083,-0.39754936729730117,-1.000476402128099
-1.3920447517002588,-0.28200206910682946,0.14855778574521328,1.0823175020472904,-1.0791470236338003
-0.9659506474660844,1.1459443523755015,0.4629866900212253,1.5138268638767336,0.7684796394833662
-1.0782780474700788,-0.21660307855559507,0.9095463103222834,0.09702405697516735,1.5046725719569018
0.9575572474458175,0.13377905178552044,0.6872242984032312,0.08636526676662248,-0.12187253979987282
-0.07894169567776657,-0.2967176974251168,-1.3825458626138527,0.38433622862169214,-1.2020763622488726
-0.035674089269021075,0.7512599179616557,-0.42036815996339005,0.8185256574696077,0.1042239272459123
-0.035674089269021075,0.6126488582294891,-0.8780628846471455,0.7736826977904543,-0.9878595674988215
1.7175415178916762,-0.3308239829526642,-0.02048549761417713,-0.7036431122596701,0.5556037660094797
-0.016436878041312986,2.0111101724432534,-1.4400061701482043,1.1373578048737158,-1.3055078663742434
-0.9226798650822939,-1.0108639348036346,-1.4524775807059913,0.21046430520802045,0.5643268946656543
